smiles,charge_diff,tpsa,rotatable_bonds,num_rings,score
N1COC=NNC1CCC=O,0.6597455315956344,62.72,3.0,1.0,3
O1CC=NC=C1CNC#CC(=C)NC=NC#C,0.659737890309154,58.01,3.0,1.0,3
CCC1CNC(=O)N1C=O,0.6593038662263531,49.410000000000004,2.0,1.0,3
N1=C(N)C1CCOC=CC=CC,0.6585813241938416,47.61,6.0,1.0,3
C1OC=C2CNC=C2CCC(C=O)C(CC(C)C=C)(OC1)C,0.6582551942218525,47.56,6.0,2.0,3
CCC(=O)C(=O)NCC1CO1,0.6581500950013228,58.7,5.0,1.0,3
CCC=NN1COC=N1,0.6573633281402272,37.19,3.0,1.0,3
C1OC=CC=CC1C(C)C=CC=CC2=CC=CC=C2N,0.6567988497661555,35.25,6.0,2.0,3
CC(=O)CCCN(CCNC=CC=CCOC=C1)C2=C1C2,0.656664591166331,41.57000000000001,5.0,2.0,3
C1OC(=C)NC1=COC=C=O,0.6565054349934505,47.56,2.0,1.0,3
C1CNC1=CN=COCCC=CC=C,0.656268247729417,33.620000000000005,5.0,1.0,3
CCOC1OO1,0.6558410142242359,34.29,3.0,1.0,3
O=CCCC1OC=NCCO1,0.6557606254461418,47.89,3.0,1.0,3
C1NC=C(OO)C1N,0.6555365864500593,67.50999999999999,3.0,1.0,3
O=CCCOCNC(=C1)CO1,0.6552575059889709,47.56,6.0,1.0,3
N1=C(C)OCC(=O)CC1(C)C=O,0.654378559192724,55.73,3.0,1.0,3
C=C(OC1C(C)C(=C)C(=O)CN)NCCCC12CC2,0.6542869270495849,64.35,6.0,2.0,3
O=CCCN1N=COC1,0.6541083919662175,41.900000000000006,3.0,1.0,3
C1CN=CCOC=C1NC,0.6532513342995225,33.62,2.0,1.0,3
O=C1NCCN1CC2CC=CCC2(N)CC,0.6532363860890545,58.36,5.0,2.0,3
C1C(NC(=O)NC=C1C)CC(=C)C=CCC,0.6529919731307575,41.13,6.0,1.0,3
C1CCN(N)N1C.OC(=C)C,0.6522569049896783,52.730000000000004,4.0,1.0,3
O1C2CN21.OCC(=N)OC,0.652143533147568,68.85,3.0,2.0,3
N1=COOC1(C)O,0.6517534903863034,51.05,2.0,1.0,3
C1NC(=C)O1.C(CCCN=COCN2C)C=CC2C,0.6517169238389909,46.089999999999996,2.0,2.0,3
C=C(NC(=O)C=O)C1OC1C,0.6510424616751987,58.7,4.0,1.0,3
N1C(=O)N=C1C.CCC=O,0.6508676813277886,58.53,3.0,1.0,3
N1=COCC1CCC2CNCNO2,0.6506493563879623,54.879999999999995,3.0,2.0,3
COC=CC=C(C=CS=C=CN=CCC1)CC=CC=C1C=O,0.6499004823250452,38.66,4.0,1.0,3
C1CCC(NC(=O)NCC1=C)C=CC=CC,0.6494296015348842,41.13,3.0,1.0,3
C1OC=NC(CCC=O)C=C1,0.6493809530822461,38.66,3.0,1.0,3
C1OC2=CC2(NCCCNC1=CCC)C=CCC=CC=C=O,0.6491619476921229,50.36,6.0,2.0,3
C1OC=C(C1C=O)C=O,0.6491122438800316,43.370000000000005,2.0,1.0,3
C1=CC(C1)C(=O)OO,0.6490078491464728,46.53,2.0,1.0,3
NCC1OC1=C,0.6487233130417996,38.55,2.0,1.0,3
N=COCOC1C=CC1,0.6480797798352589,42.31,3.0,1.0,3
C1C(O)C(=O)N1N,0.6480590623432917,66.56,2.0,1.0,3
C1=C(N)C1CN(O)C=O,0.6476985273842645,66.56,4.0,1.0,3
C1C(=C)NC1=O.OCOC#C,0.6473465992513885,58.56,2.0,1.0,3
CNCC1COCOC=NC1,0.647109116362438,42.849999999999994,3.0,1.0,3
C1CCCCC1=NO.CCNCC,0.6468406129061484,44.620000000000005,5.0,1.0,3
C1C2(OC=CC=CC12)NCCC=O,0.6466060381604266,38.33,4.0,2.0,3
C1OC=CC=C(C=O)C1C2C=COC2=C,0.6464952141270278,35.53,2.0,2.0,3
COOCN1C(C)NCNC1=O,0.6463696510508756,62.830000000000005,5.0,1.0,3
C=C(N1)OCNC1CCC,0.6457683741679201,33.29,3.0,1.0,3
CNC(CC1=O)OC=C1,0.6456949586675176,38.33,2.0,1.0,3
CC(N1)C(=O)N1C(N)=CCC=C=C=CC2C=C2,0.6449990768584297,58.36,6.0,2.0,3
C1CCC1C=NOC=O,0.644873506599501,38.66,2.0,1.0,3
OC1CC1CN=NC=O,0.6443996900853561,62.02,3.0,1.0,3
CC1=COCNC(=N1)CCC,0.6437274080694683,33.62,4.0,1.0,3
C=CCC1=COCNOC1C,0.6436429196407183,30.49,3.0,1.0,3
C1C(=O)NOC1=CC2C=CC(C)=NNCCCC=CC=CC=CC=CC2CC,0.6435471685786542,62.72,4.0,2.0,3
O1CC1NCCC#C.C=C=C(C2)C=CC=C2O,0.6435027037938541,44.79,4.0,2.0,3
C1CCN=C(C=CO1)CCC=CC=CC=O,0.6433955740253147,38.66,5.0,1.0,3
CC=C=CC1ON=NO1,0.6433498539445057,43.18000000000001,2.0,1.0,3
CC1=CC=C1NNC(=O)N(C)C=CC2C=C2,0.6423320744998808,44.37,6.0,2.0,3
CC1NC=CC(=O)N1O,0.6422199241503538,52.57000000000001,2.0,1.0,3
O=CC=COCC1=CC1C=O,0.6420929285176942,43.370000000000005,5.0,1.0,3
C1=CNCN=C1NCC=C2N=COO2,0.6419078277856411,67.24000000000001,2.0,2.0,3
C=1=C(C)C=1C=O.OC=O,0.6416734442113936,54.37,2.0,1.0,3
O=C(C=O)C(=O)C.C(COCCC1C)C1,0.6414848962658264,60.44,4.0,1.0,3
N1=C(C)CC=CNCC(=O)CNC=CC=COC=C1C,0.6410137803024786,62.72,2.0,1.0,3
C1NC(=O)N1CC,0.639944207384932,32.34,2.0,1.0,3
ON(C)C=O.CNC=C1CCC=C1,0.639698319615949,52.57,4.0,1.0,3
NCOC=NCCN1CN=C1,0.6394892993523785,63.21,5.0,1.0,3
CC=NOCC1=CC(=O)N1,0.639285733940731,50.69,4.0,1.0,3
C=1CNCC=1C#N.OC=CCC2CC2,0.6388062789188154,56.05,3.0,2.0,3
C1=CNCC=C1OCN,0.6386163272094247,47.28,3.0,1.0,3
COC=CC(C1=O)C1.C=COCC=C,0.6386003353027111,35.53,6.0,1.0,3
O=C(C(C1)C=COC=C1C)COC2C=C2C,0.6382730993573751,35.53,6.0,2.0,3
OOC=CC1CO1,0.6380859807860926,41.99,3.0,1.0,3
CC(C)N=C1NC(=O)NC(C)(NC)C=C2C=C12,0.6380250971952891,65.52,6.0,2.0,3
C1=CC(=O)NC=CNOC=CCOC1CC,0.6380020504429894,59.59,2.0,1.0,3
COC=C1N=CC(O2)C12,0.6370582459663666,34.12,2.0,2.0,3
O=C1CN1OCO,0.6368656841141119,49.54,3.0,1.0,3
OCCN(C1=O)C1,0.6367798176029309,40.31,3.0,1.0,3
O1C(N)C1CC.C=CC=COC,0.6366325328857211,47.78,6.0,1.0,3
CN(C=O)OOC1=CNCCN1C,0.6356638447137835,54.040000000000006,5.0,1.0,3
C1OC=CC=C1C=O.COCC=C2CO2,0.6355969183475891,48.06,4.0,2.0,3
COC1=CC=CCC1NC(C)C=O,0.6355611124938827,38.33,6.0,1.0,3
C1CCC1C=O.C2C=C2O,0.6348801116642562,37.3,2.0,2.0,3
NNC1CCOC=C=N1,0.6348603738642813,59.64,2.0,1.0,3
CC=CC1NC=NC1=O,0.6343022729076893,41.46,2.0,1.0,3
CC1=CC=CC=NC1(OC)O,0.6342548478281577,41.82,4.0,1.0,3
O1CCC=NCCC1(C)COC(=C)C=CC=O,0.6336921972390246,47.89,6.0,1.0,3
CCOC(=O)C=CC=C.O=CCC1C2C1C2,0.6336198109416005,43.370000000000005,6.0,2.0,3
C1N(C)C(O)C(=O)NCCC1=C=O,0.6333430585257136,69.64,2.0,1.0,3
C1OC=CN=C1C.CC=C(O)C2=CC=CC2C,0.633210184006924,41.82,5.0,2.0,3
COC=CC=CC1=NOCCC1C=O,0.633159036188353,47.89,5.0,1.0,3
COCC1N=C(C)C2=C1NCO2,0.632990656034634,42.849999999999994,4.0,2.0,3
CCCC1NCOC1=C=NO.C2CN(C)CC2=C,0.6325191566781384,57.089999999999996,5.0,2.0,3
COCC1=C(OC=N1)C=O,0.6321643377581513,52.330000000000005,4.0,1.0,3
CC(=O)N=NCC1OCCC=CCC=CC=C2CC=C12,0.6319291118976356,51.019999999999996,3.0,2.0,3
COCN1N(C)COC1N=O,0.631298880813166,54.37,5.0,1.0,3
C1CC1NC(=O)C=O,0.6308484604321327,46.17,2.0,1.0,3
C1OC1OCNC(=O)C=O,0.6302759407606827,67.93,4.0,1.0,3
CCC=1N=COC=1C=O,0.6298348936163858,43.1,3.0,1.0,3
CC1OCON(N)C1=O,0.6294465615688014,64.78999999999999,2.0,1.0,3
C1CC1(O)C(N)=O,0.6289175437157334,63.32,2.0,1.0,3
COC=C(CC)C1CCNCO1,0.6287769306916305,30.49,5.0,1.0,3
N1C(=O)C(=O)C1CCC(C)=C=CC,0.6287294552829521,46.17,5.0,1.0,3
COC(=O)CNC1=CC1.CCC=O,0.6279520933983223,55.4,6.0,1.0,3
COC=COCC=CN1OCNC1,0.6277066303099905,42.96,6.0,1.0,3
COC=C1CNCCC1N=O,0.6268022313843519,50.69,3.0,1.0,3
C1=C=CCN1CC(=O)O.CCC=O,0.6260235141354362,57.61000000000001,4.0,1.0,3
C1CC(CC1C(=O)N=CC)N(C)C=CC=C,0.625411900900417,32.67,6.0,1.0,3
C1=C(C)CC=C1ONO,0.6252427900224939,41.489999999999995,4.0,1.0,3
COC1ON1C=O,0.6240736295689656,41.839999999999996,2.0,1.0,3
C1OC=CCNC1CCC=O,0.6227835760238605,38.33,3.0,1.0,3
C1[C@H1]=CC=C(CC1)OCNCN=CC,0.6226612825736593,33.62,6.0,1.0,3
C1OC=CC=CC1NCC=C=O,0.6224903125304065,38.33,3.0,1.0,3
N1COC=C=C1O.CC2C=CCC2N,0.6223206895766016,67.50999999999999,3.0,2.0,3
OCCCCC1NN1C=O,0.6213685538290726,62.25,5.0,1.0,3
C=CC1CN1NOC=O.C=O,0.6211200036158422,58.410000000000004,3.0,1.0,3
OCCC(=O)N1CC1(C)C,0.620807295529645,40.309999999999995,5.0,1.0,3
O=CC1CC2C1=C2OCNCC,0.6206886913173406,38.33,6.0,2.0,3
C1C=NC(C1=CCCNO)C=C2C=CNO2,0.6204427229022281,65.88000000000001,5.0,2.0,3
C1[C@H1]2C1OC(=O)C2C=O.CC=O,0.6201078657839388,60.440000000000005,2.0,2.0,3
C1C=NC1=COCN,0.6200856209197976,47.61,3.0,1.0,3
O1OC=NC=CC=C1NCC2CCCO2,0.6199790118917641,60.43000000000001,3.0,2.0,3
C=1CCOC=CC=1CN,0.6195787627467619,35.25,2.0,1.0,3
C1COC=C1C2CC(N)CC2N=C,0.6195556435676398,47.61,3.0,2.0,3
OCNCCC1CCN(O)C1,0.6191892805428327,55.730000000000004,6.0,1.0,3
CC1C(CO)CNC1=O,0.6187707766339219,49.33,3.0,1.0,3
ONC=CCCCC1OC1,0.6186685496118007,44.79,6.0,1.0,3
CC1=COCC(CC1)N,0.6184185444812109,35.25,2.0,1.0,3
OC(C)(C1=O)CC#C1,0.6174026228801304,37.3,2.0,1.0,3
CN1CCC(C)C1=O.OCC=CC=O,0.6170027525352284,57.61,5.0,1.0,3
C1CC2CC2C1N=C=O.CCCOCC,0.6164863497557583,38.66,6.0,2.0,3
C1#COC1CN2CN2,0.6162092266280315,34.18,2.0,2.0,3
C1CC(=O)N1OCO,0.6159762664363249,49.77,3.0,1.0,3
CC1ONN=C1CCO,0.6156322980280801,53.849999999999994,4.0,1.0,3
COCON=C=CC(C)=C(O1)N1,0.6154339548334627,65.29,6.0,1.0,3
O1CC=NCCCC1=CCN=CC2(C)CCC=N2,0.614991165762864,46.31,4.0,2.0,3
O=C1CC1C=NC2OO2,0.6149547036883065,54.49,2.0,2.0,3
O=C1N=C(NCNC)C1,0.6148535370960768,53.49,3.0,1.0,3
CN(O)CC1CCCO1,0.6145996215478812,32.7,4.0,1.0,3
C1CC1(C=O)OC.C=CCCC2=CO2,0.6139183237229189,38.83,6.0,2.0,3
CCC1CCC1=CNC(=O)C=O,0.613868015072762,46.17,4.0,1.0,3
CNC(=O)C1OC1,0.6134712202561305,41.63,2.0,1.0,3
C1OOC(OC1(C2)O2)CO,0.6127450055169368,60.45,2.0,2.0,3
CC1OCC1N(C)O,0.6126894660565828,32.7,4.0,1.0,3
C1#CCC1=O.OCC(C2)C=C2,0.6126021108653797,37.3,2.0,2.0,3
C=CN1CC1(O)O,0.6121187078675999,43.47,3.0,1.0,3
C=C=CC=CN=C(C1)ON=CCCNC2=C(C)C=CCC=C=C=CC1CCC2C=CC=CC=C,0.6120259189343803,45.980000000000004,6.0,2.0,3
C=CC1C=C(N)C1CO,0.6120205864738594,46.25,4.0,1.0,3
C1C(=O)N=CC(=O)CCCCOCNCC1CC=CCC=C2C#C2,0.611899445612883,67.76,4.0,2.0,3
NC1=CC1CO,0.6118036879065145,46.25,3.0,1.0,3
C=C=CC=CNCCC1C=CCN1NC=O,0.6117933298417592,44.37,6.0,1.0,3
CC1CCCN1OC=O.C=CC=CC=O,0.6110704080457529,46.61,4.0,1.0,3
CC=CC=CC=C(C(C)NC1=O)NCNC1C,0.6110303686211607,53.160000000000004,5.0,1.0,3
C12OC2(NC1)OOO,0.6109935607783861,63.25,3.0,2.0,3
CC1C=C(OC1=CC=O)CC=O,0.6109340473484958,43.370000000000005,4.0,1.0,3
COCCC=C1C=CN=C=CCC#CCC=COC1=CC=O,0.6106368683128813,47.89,5.0,1.0,3
OCC=CC1=CN1C=O,0.6101323631152211,40.31,3.0,1.0,3
C1CC=C1OC=O.CC=NCN(C)O,0.6101146021540717,62.129999999999995,6.0,1.0,3
C1NCC=N1.C=C2C=CC=C2OCC=O,0.6099469044872918,50.69,3.0,2.0,3
C=1CC(=O)NCCNC=1CC=O,0.6099038697019916,58.2,2.0,1.0,3
COC1NC#CC1=O,0.6097693322764894,38.33,2.0,1.0,3
CCCN1OC1O,0.6090998573927213,35.769999999999996,4.0,1.0,3
C1CNC(=O)C1CC(O)(C)C=C,0.6088778249039474,49.33,5.0,1.0,3
CC(O1)C1(O)C=O,0.6081618137102278,49.83,3.0,1.0,3
C1CC(=O)N=C1NCNC,0.6081348356505578,53.49,3.0,1.0,3
CC1CCCC(N1)C=O.C=CC2=COC=C2C,0.6081035744711112,42.24,4.0,2.0,3
COCCC1=CCC(=O)NCC2OCCC21O,0.6077576465615536,67.79,5.0,2.0,3
C1OC1(CONO)C,0.6076535439041042,54.019999999999996,5.0,1.0,3
CNC=CC1OCN(C1CC(C)CC2O)O2,0.607572639526659,53.96000000000001,5.0,2.0,3
O=C(N)C=CC=C1N=N1,0.6070107261218507,67.81,2.0,1.0,3
OCCC1C(O)CCC2=NN12,0.6068469452670531,55.83,4.0,2.0,3
OC12C=CC=C1CCO2.CC=CCO,0.6066746884788992,49.69,4.0,2.0,3
C1=CC(CN1)CCCO,0.6064127161502778,32.26,4.0,1.0,3
OCCCCN1C=N1,0.606411910721735,35.6,5.0,1.0,3
OCCC1CC1C=O,0.6064020822729977,37.3,4.0,1.0,3
OCCC1CCOC1CC=NC,0.6064007453106693,41.82,6.0,1.0,3
OCCC1CN=CC1=NC,0.6063882977362285,44.95,4.0,1.0,3
OCCC1C=NOC1,0.6063875828419566,41.82000000000001,3.0,1.0,3
CN1COCC1CCO,0.6063509937159892,32.7,4.0,1.0,3
C1CC(=N)N1CCCO,0.6063446099820823,47.32000000000001,4.0,1.0,3
OCCC1CC=N1,0.6063318284897234,32.59,3.0,1.0,3
OCCOC1CCCC(O)N1,0.6062065541887122,61.72,5.0,1.0,3
OCC1CC(C1)NC#CC,0.6061362583205487,32.26,3.0,1.0,3
OCC1CC1C=O,0.6061142345576073,37.3,3.0,1.0,3
OCCC=CC1CN1,0.6061064765725594,42.17,4.0,1.0,3
C1=CCOC(N2)C2=CN(C=C=C=C1C=CCCO)C,0.6061062818797749,54.64,5.0,2.0,3
OCC1CC1(C)C=O,0.6061033754543397,37.3,4.0,1.0,3
NC=1ON(C)C=1CC,0.606032282211452,44.089999999999996,4.0,1.0,3
CCCC1CN=C=N1.OC=C,0.6058592461841411,44.95,4.0,1.0,3
C1NC=CC1CO,0.6057601479467771,32.26,2.0,1.0,3
C1C(CO)C1=N,0.6057486309162128,44.08,2.0,1.0,3
C=CC=CNN1C=CNN=C1N=O,0.6055827634719138,69.09,3.0,1.0,3
OCCN1OC1C=O,0.605052627976834,52.84,4.0,1.0,3
OCC1CN1CC=O,0.6048146828563405,40.31,4.0,1.0,3
CCCC1NC1CO,0.6048116356766897,42.17,5.0,1.0,3
CC(N1)COCC1CO,0.6047827108351727,41.489999999999995,3.0,1.0,3
OCCNC=C1N=C1,0.6046751068169527,44.62,4.0,1.0,3
CC1=NC(CO)CC1,0.6042982689999549,32.59,3.0,1.0,3
OCC1CC=N1,0.6042855847718835,32.59,2.0,1.0,3
C1N(CN1)COCCO,0.6041346903774597,44.730000000000004,5.0,1.0,3
CCCC(C)C=O.C=C1OC1C2CN2,0.6040695899058135,51.54,6.0,2.0,3
CC=C(C)C1=NC1CO,0.6038892478772296,32.59,5.0,1.0,3
O1OCCCCC1CO,0.6037230132461298,38.69,2.0,1.0,3
C1OC=CC1(CN=C(C)C2CN=C)C=C2,0.6035271629941271,33.95,3.0,2.0,3
C1C(O)CC1C(=O)C=O,0.6035266955543805,54.37,3.0,1.0,3
CCCC(O)CC1CO1,0.6034748540401289,32.76,6.0,1.0,3
OCC12OC1C2C,0.6034419729852912,32.76,3.0,2.0,3
O1NC=CC1CO,0.6034138313164702,41.489999999999995,2.0,1.0,3
O=C(CC(C)O)C(C1)CC1C#C,0.6034090601637367,37.3,5.0,1.0,3
OC1CC1CCC=C=O,0.6032872276463217,37.3,4.0,1.0,3
C[C@@H1](O)C1CCCC=C1N=O,0.6031821256407937,49.660000000000004,4.0,1.0,3
C1C=NNCOC1(C=CC=C=C)C2CC2O,0.6031602756978538,53.85000000000001,4.0,2.0,3
OCC1(C)C=NCNO1,0.6030991664241021,53.85000000000001,3.0,1.0,3
OC(C12)CC=CC1C2C=CC=O,0.6029481606355842,37.3,3.0,2.0,3
CCCC1C(O)CC=NCC1,0.6029343500728868,32.59,4.0,1.0,3
COCC1N=CNSN1C=O,0.6028739342209253,53.93,3.0,1.0,3
O=CC1CC1O,0.6028413319227299,37.3,2.0,1.0,3
OC1CC1C=O,0.6028413319227299,37.3,2.0,1.0,3
OCC=C1CC1NCC=O,0.6027949397342185,49.33,5.0,1.0,3
OCC=CON1C=CC=CO1,0.6026777738255027,41.93000000000001,4.0,1.0,3
CCN1CCC1C(=O)N,0.6026413584355742,46.33,3.0,1.0,3
OC1OCC(O)C1C#C,0.6026319491001368,49.69,2.0,1.0,3
OCC1=CCCC1=N.OC2CCC#CC2,0.6026317009824651,64.31,3.0,2.0,3
C1COC=CC=C1C=C.O(C)C=C(O2)N2,0.6022581413006948,52.93000000000001,3.0,2.0,3
C1CN(C=O)CON(C)CC1CCNC=CC=O,0.6018694310882575,61.88,6.0,1.0,3
CCOC1OCCN=CCO1,0.6017547149082008,40.05,3.0,1.0,3
CCC1NC=C1NC(=O)C,0.6016973783896777,41.129999999999995,4.0,1.0,3
CC12NOC(C1)CC2O,0.601566346432019,41.489999999999995,2.0,2.0,3
CNC1=CC(=C)NN(O)O1,0.6013692614551923,56.760000000000005,3.0,1.0,3
OC1CCCC2NC21O,0.6013656379924136,62.400000000000006,2.0,2.0,3
C1CC(O)C(O)N1,0.6013101987919549,52.49,2.0,1.0,3
C1CC=C(N1)CCN=N,0.6013081589047262,48.24,3.0,1.0,3
CC1CC(O)C1O,0.6010066602869949,40.46,3.0,1.0,3
C1C=C1ONOCO,0.6008387431716803,50.72,5.0,1.0,3
OC1(C)CC1CNC=O,0.6006638927457529,49.33,4.0,1.0,3
CC=1CCC(=O)CCC=1.N=C(C)CCOC=O,0.600537789202279,67.22,5.0,1.0,3
CC=C1OC(CC1NSCC=O)=CC#CC=CC,0.6005100193557202,38.33,6.0,1.0,3
OC1C2C=CNC21O,0.6005041476748877,52.489999999999995,2.0,2.0,3
C1NC12OC2NOC=C,0.6004775039822597,55.730000000000004,3.0,2.0,3
OCNC1OCCNC=C1C,0.6004185201301347,53.519999999999996,4.0,1.0,3
CC(O)C=CCC1NO1,0.6002357480782474,54.7,5.0,1.0,3
C1OCCNC=CC1(C)O,0.6001764844055907,41.489999999999995,2.0,1.0,3
C1=CCCN=C1NCOO,0.6001092474265346,53.85000000000001,3.0,1.0,3
CNCC1CC(O)C=C1,0.5999365866256806,32.26,4.0,1.0,3
CC1CC(O)C=CC1=N,0.5999238023669394,44.08,2.0,1.0,3
OOC1=C=C=C(C=O)N=C=C2C=C21,0.5998066833501383,58.89,3.0,2.0,3
C1C(O)C=C1C(C)N(C2)NC2C,0.5996274266640748,35.5,5.0,2.0,3
C1C2OCC1(C=NNC=O)C=CCC=C2,0.5995756391755889,50.69,2.0,2.0,3
NC(=O)CNC1CO1,0.5995239964206114,67.65,3.0,1.0,3
C1CNOC(N)=C2CC1CCC2C,0.5994559254836704,47.28,2.0,2.0,3
N1=COOCCN1COC,0.5992873814335979,43.290000000000006,3.0,1.0,3
OC1CCC=C1C=O,0.5992407338147955,37.3,2.0,1.0,3
C1C(CN)(O)C1C,0.5992163524399793,46.25,4.0,1.0,3
C1CCCOCCN=N1.C=CCC=CO,0.5991582954225595,54.18000000000001,3.0,1.0,3
CC1OCCC(N)N1O,0.5991459768514522,58.72,3.0,1.0,3
OC1CNC=C1C,0.598933584074297,32.26,2.0,1.0,3
OCC1=CN(O1)C=N,0.5989258094272711,62.15,2.0,1.0,3
C1CCC1(OC)OC=O.CC=O,0.5988060388220595,52.6,4.0,1.0,3
CC(=O)NN(C)C(C)C1C=C=CC=C2N=CCOCNC=CC#CCC=C21,0.5987851006536957,65.96000000000001,6.0,2.0,3
OC(C)C=NC1CC1,0.5987319419499908,32.59,4.0,1.0,3
COOCC1OCNC1=O,0.5986646071831825,56.79,4.0,1.0,3
O1CC(O)C1C=O,0.598243831414797,46.53,2.0,1.0,3
C=C(C)C1=CNCC1(C)N(C=CC#C2)NN2,0.5982312226885753,48.54,4.0,2.0,3
CC1CC(O)C(C)=N1,0.59810562028578,32.59,3.0,1.0,3
C1CCC=CC(N)C(O)C=CC1=CC#CC=CC=CC=O,0.5980770567002264,63.32,4.0,1.0,3
CCNC1=CC1O,0.5978902524475883,32.26,4.0,1.0,3
CN=C1CC1O,0.5977917459997035,32.59,2.0,1.0,3
O=C(N=CCC=O)C(=N1)C=C(C)CC2=C=CC=C2C=CC=C1,0.5977042793732203,58.86,4.0,2.0,3
CN=NC(CC=CC(O)COC1C=C2C=C=C1)=N2,0.5976592492716647,66.54,2.0,2.0,3
C1=CCCNOC=C2NCNC12N=C=CCC#C,0.5974555210806219,57.68,2.0,2.0,3
CC(O1)NC(=O)C1CC,0.5964749432596201,38.33,3.0,1.0,3
C1OC(NCNC1=O)C=CCC=C,0.5964484139837432,50.36,3.0,1.0,3
CC(=O)C1OCCC1=NC=O,0.5964444763510205,55.73,2.0,1.0,3
N1=C(C)C(C1)O,0.5963313555348259,32.59,2.0,1.0,3
CCC(O)C1=NCON1,0.5962338545430674,53.85000000000001,4.0,1.0,3
CCNC(C=NC=C1)=CC1O,0.5961483909161469,44.620000000000005,4.0,1.0,3
OC1C(C)CC1=O,0.5961375354770592,37.3,2.0,1.0,3
C1=C2C(O)C=CC2(N)C1,0.5959497496427248,46.25,2.0,2.0,3
C1=CC1C(O)C=O,0.595801983516235,37.3,3.0,1.0,3
C1CNC(=O)C=CC=C(CC=CC=C1C(CN)C=CCCC2=C)C2,0.5957200692352594,55.120000000000005,2.0,2.0,3
COCC1C2(O)C=NC12,0.5957162016001889,41.82,4.0,2.0,3
COCCCC1=CC=NON1,0.5956206104643859,42.85,5.0,1.0,3
OC1(C)CCC1=N,0.5956131360814503,44.08,2.0,1.0,3
C=C(C#CC=O)C(C1C)(O)CC1C=C,0.5955939443173466,37.3,4.0,1.0,3
OC1C=C1C=O,0.5955675181572327,37.3,2.0,1.0,3
O=C1CCC=C1CCC.CC=COC=O,0.5954243892672959,43.370000000000005,5.0,1.0,3
COCC1C=CC(O1)O,0.5953577044625841,38.69,4.0,1.0,3
CC1(N=CN1)N=O,0.5949470630807299,53.82,2.0,1.0,3
O=C1CNNC(C)C1O,0.5947489812216524,61.36,2.0,1.0,3
ON(CCCCC1=CCC=C=C)CCNNCN2C=C1C=CC2C,0.5947352386467601,50.77,4.0,2.0,3
CC1CC2=CC(N)C21O,0.5946950499402758,46.25,3.0,2.0,3
C1C=CC=CCC=CN1NC(=O)C=O,0.5944525079423515,49.410000000000004,2.0,1.0,3
O=C(C12CC[C@H1]=C1CCCNC=C=C2CCC)C=O,0.594185052591955,46.17,5.0,2.0,3
C1N=CC=NC=C(O)C=C1.CCCN=C,0.5941325727884927,57.31,4.0,1.0,3
C1C=CC=C=COC(C)=CC1=CCCCN=O,0.5940912619689203,38.66,5.0,1.0,3
C1OC1C(O)C=O,0.5940042738596881,49.83,3.0,1.0,3
C1CC1C(C)(O)C=O,0.5938769470380639,37.3,4.0,1.0,3
C1C(C=O)(O)C1,0.5938734538435285,37.3,2.0,1.0,3
O1C=NNN1CCCC=O,0.5935445314927399,53.93,4.0,1.0,3
CC1OCC=NON1O,0.5934847494571902,54.290000000000006,2.0,1.0,3
COC(O1)CN1O,0.593320933122415,41.93000000000001,3.0,1.0,3
O1CC1CNCO,0.5932835383738417,44.79,4.0,1.0,3
OCNCC1=C2C1=C2,0.5932757079797172,32.26,4.0,2.0,3
CON1CC=C(O1)C#N,0.5932539689593966,45.49,2.0,1.0,3
OCNC1OCCCCC1=C,0.5931981704876037,41.489999999999995,3.0,1.0,3
C1OC(O)CC2C1CNC2(C)C(C)OC,0.5931886327941778,50.72,6.0,2.0,3
C1=C(C=CC1=N)O.CC(=O)CC,0.593136425120466,61.15,4.0,1.0,3
CC1C(C)(O)C1=O,0.593125818431223,37.3,3.0,1.0,3
COCC1CCNCN1C=O,0.5931177064131582,41.57,3.0,1.0,3
C1CNOCCN1CO,0.5930653743748748,44.730000000000004,2.0,1.0,3
C1CCNCN1CO,0.5930272623604456,35.5,2.0,1.0,3
OCN1C(C2=O)C12,0.593023259032687,40.31,2.0,2.0,3
CC1=CC(O)C1=O,0.5923598749906388,37.3,2.0,1.0,3
C1CCOC(O)N1O,0.5921120680535851,52.93000000000001,2.0,1.0,3
CC1=CC2(O)C1=CCC2C=O,0.5921056482464861,37.3,3.0,2.0,3
C=C(CC1CC)ONO1,0.5920778693668155,30.49,2.0,1.0,3
OC1(CC=O)C=C=C=CN=C=C=CC=C1CN=CC=C,0.5920203809024026,62.019999999999996,6.0,1.0,3
COC1=C(O)C=N1.CC=CC=CC=O,0.5919741231723983,58.89,6.0,1.0,3
OC1(C)CNC1=NC#N,0.5919278611992339,68.41,2.0,1.0,3
CC=CC=C(C1O)C1=O,0.5916347965309923,37.3,3.0,1.0,3
C12[C@@H1]C(=O)N1COCCCC2(CN=C)C=C,0.5913487689449946,41.900000000000006,3.0,2.0,3
CCCC1NOCCNC1=O,0.5913320123843369,50.36,3.0,1.0,3
COCCCN=C1NNCN1,0.5911741739322345,57.68,5.0,1.0,3
O=C(CCC=CNC1O)CNC1=CC,0.5911067151707021,61.36,2.0,1.0,3
C1OCCNC1(C)CC=CN(C)C=O,0.5911047059307097,41.57,5.0,1.0,3
CN1C(C)N(CO)O1,0.5908523884262024,35.94,4.0,1.0,3
C1C(C)CC(O)N1,0.5908360992930992,32.26,2.0,1.0,3
